segment,end_index,DeltaClkB_nsps,Baseline_nsps,LowerBound_nsps,UpperBound_nsps
stream,385,141.0,140.53333333333333,125.53333333333333,155.53333333333333
stream,386,140.0,140.53333333333333,125.53333333333333,155.53333333333333
stream,387,141.0,140.53333333333333,125.53333333333333,155.53333333333333
stream,388,141.0,140.53333333333333,125.53333333333333,155.53333333333333
stream,389,140.0,140.53333333333333,125.53333333333333,155.53333333333333
stream,390,141.0,140.53333333333333,125.53333333333333,155.53333333333333
stream,391,141.0,140.53333333333333,125.53333333333333,155.53333333333333
stream,392,140.0,140.53333333333333,125.53333333333333,155.53333333333333
stream,393,141.0,140.53333333333333,125.53333333333333,155.53333333333333
stream,394,140.0,140.53333333333333,125.53333333333333,155.53333333333333
stream,395,141.0,140.53333333333333,125.53333333333333,155.53333333333333
stream,396,140.0,140.53333333333333,125.53333333333333,155.53333333333333
stream,397,141.0,140.53333333333333,125.53333333333333,155.53333333333333
stream,398,140.0,140.53333333333333,125.53333333333333,155.53333333333333
stream,399,140.0,140.53333333333333,125.53333333333333,155.53333333333333
stream,400,141.0,140.53333333333333,125.53333333333333,155.53333333333333
stream,401,140.0,140.53333333333333,125.53333333333333,155.53333333333333
stream,402,141.0,140.53333333333333,125.53333333333333,155.53333333333333
stream,403,140.0,140.53333333333333,125.53333333333333,155.53333333333333
stream,404,141.0,140.53333333333333,125.53333333333333,155.53333333333333
stream,405,141.0,140.53333333333333,125.53333333333333,155.53333333333333
stream,406,141.0,140.53333333333333,125.53333333333333,155.53333333333333
stream,407,140.0,140.53333333333333,125.53333333333333,155.53333333333333
stream,408,141.0,140.53333333333333,125.53333333333333,155.53333333333333
stream,409,140.0,140.53333333333333,125.53333333333333,155.53333333333333
stream,410,141.0,140.53333333333333,125.53333333333333,155.53333333333333
stream,411,141.0,140.53333333333333,125.53333333333333,155.53333333333333
stream,412,140.0,140.53333333333333,125.53333333333333,155.53333333333333
stream,413,141.0,140.53333333333333,125.53333333333333,155.53333333333333
stream,414,141.0,140.53333333333333,125.53333333333333,155.53333333333333
